Utterance,Speaker,Dialogue_ID,Emotion,Video_Path,Start_Time,End_Time,Duration
Que la dije. Holy .,0,61-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5517.mp4,159.94,161.84,1.9000000000000057
"Sorry. So wait, what does the word actually mean? It translates to pubic lice. What?",0,61-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5518.mp4,162.12,167.32,5.199999999999989
"What? If there's, think about it poetically, okay? If there's anything that can describe a sense of, like, annoying dread, it's pubic lice. Let me tell you what's not nice, and that is having pubic lice. La dije. When Guatemalans want you to do something in a hurry, they say, al chilazo, which kind of confuses me because it sounds like they're saying the word chill. Joanna",0,61-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5519.mp4,167.42,187.18,19.76000000000002
Joanna had to text a Guatemalan for reference. I need to text my friend Arturo. I guess the idea is that you eat one,0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5520.mp4,187.28,193.18,5.900000000000006
"one chile,",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5521.mp4,193.3,194.46,1.1599999999999966
and then you have to hustle,0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5522.mp4,194.9,196.06,1.1599999999999966
"hustle because you on fire. I like this even more. Love you, Guatemala.",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5523.mp4,196.12,200.9,4.780000000000001
Chop penis for life.,0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5524.mp4,201.64,202.62,0.9800000000000182
"Que paso is the most common way of saying what's up in Latin America, but Panamanians were like, nah, son, I want to that",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5525.mp4,203.0,207.86,4.860000000000014
"shit up. They say, que sopa, which",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5526.mp4,208.06,210.38,2.319999999999993
"which honestly made me so confused because when I was in Panama, I just thought everyone was asking me where the the",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5527.mp4,210.48,214.44,3.960000000000008
"soup was. But if there's any word that you should take from Latin America, it's the word for",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5528.mp4,214.56,219.98,5.419999999999988
"for hangover. The most universal term for hangover is rezaque, and it refers to the movement of a weight. So if you think about it, when you're hungover, it's like, oh,",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5529.mp4,220.24,228.26,8.019999999999982
"oh, I think I'm going to throw up. Oh, no, never mind. I just want mozzarella sticks. Oh, I just, I really want some Cheetos. Oh, never mind. I'm going to throw it up again. Oh my God, I'm going to die. You're doing the newest club dance. Right now. La Rezaque.",0,61-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5530.mp4,228.38,238.44,10.060000000000002
"Venezuela's enratonado means in the state of a rat, which is perfect because I feel like a piece of shit eating",0,61-24-1920x1080.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5531.mp4,238.8,245.5,6.699999999999989
"eating garbage when I'm hungover. Countries in Central America use the word goma, which means glue, and grulo, which means raw, which makes so much sense because if you think about it, when you're hungover, you look like a piece of raw chicken glued",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5532.mp4,245.6,258.08,12.47999999999999
glued to your bed after,0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5533.mp4,258.24,259.82,1.579999999999984
after four rum and cokes and tequila,0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5534.mp4,259.92,261.3,1.3799999999999957
"shots. Joey, you need to stop drinking so much. These are just memories from college, man. I was living my life. I'm going to laugh.",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5535.mp4,261.64,266.56,4.920000000000016
My favorite hangover word comes from Colombia.,0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5536.mp4,266.76,269.86,3.1000000000000227
"Enguayabado, which just means guava, and I don't know",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5537.mp4,270.24,273.5,3.259999999999991
"why that's the word, but it just sounds pretty. It's a pretty word to describe something so treacherous, and I like that. So",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5538.mp4,273.84,280.62,6.78000000000003
"So those are some of my favorite words, and if you're from those countries, maybe you have this instinct to sort of keep your",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5539.mp4,280.9,285.56,4.660000000000025
"your words and cultures exclusive to you, but I think it's so much more fun when we share them, like",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5540.mp4,285.74,290.7,4.95999999999998
"like po, like",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5541.mp4,290.82,291.44,0.6200000000000045
like po.,0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5542.mp4,291.76,292.16,0.4000000000000341
"But tell me, what are some of your favorite words, and what words should I adopt from wherever you're from? Tell me in the comments below. So until next time, which I promise won't be too long from now, I'm Joanna, and I've said my piece.",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5543.mp4,292.5,303.48,10.980000000000018
"Yeah, you can walk.",0,61-24-1920x1080.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/61-24-1920x1080_utterance_5544.mp4,304.34,305.24,0.9000000000000341
"Hello everyone! In Japanese you can say, otto!",0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5662.mp4,28.78,30.6,1.8200000000000005
otto! But,0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5663.mp4,30.74,31.14,0.4000000000000021
But otto is mainly used when you can still,0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5664.mp4,31.42,33.56,2.140000000000001
"still manage yourself. If you're like really on the edge of slamming your face on the ground, you don't say otto. This is where the word gets tricky and becomes different from the woe in English because woe can be",0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5665.mp4,33.66,45.24,11.580000000000004
"be used in more situations. Like even when someone's about to get hit by a car, you say like woe! But in Japanese you don't say otto!",0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5666.mp4,45.38,53.2,7.82
"Unless you're watching something like boxing or wrestling or something, but that's another whole different story. You basically say otto and you can still manage yourself. Just like a light tripping, it's",0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5667.mp4,54.24,63.82,9.579999999999998
"it's like otto! It's kind of like, woe",0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5668.mp4,64.0,65.32,1.3199999999999932
woe that was close. Yeah,0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5669.mp4,65.6,66.82,1.2199999999999989
Yeah that's more like it. Woe that was close. Woe that was close. Woe woe woe woe that was close. There's a different variation of this word. You can say otto! Same,0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5670.mp4,66.88,75.14,8.260000000000005
Same usage. You can use it when something,0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5671.mp4,75.36,77.14,1.7800000000000011
"something is about to fall, like a bag about to fall from the table and you're like catching it.",0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5672.mp4,77.4,81.44,4.039999999999992
"Playing catch ball with your friend, you almost missed the ball, you're like otto!",0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5673.mp4,84.16,87.1,2.9399999999999977
"You might run into this word when you're watching something. You might be watching anime. Woe there, not so fast. This woe there is otto. Let's just say the main character tries to leave the place and the villain is like woe not so fast. Warui ga kairasete",0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5674.mp4,87.5,101.36,13.86
kairasete morou zo.,0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5675.mp4,101.68,102.62,0.9399999999999976
Otto! Sou,0,64-24-640x360.mp4,disgust,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5676.mp4,103.12,104.22,1.0999999999999943
Sou wa sasene zo. Another,0,64-24-640x360.mp4,disgust,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5677.mp4,104.52,105.9,1.3800000000000097
"Another usage is when you're talking with your friends and then one of your friends is like, you",0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5678.mp4,106.08,109.92,3.8400000000000034
"you know, I think that girl is kind of cute. And then friends around him is going to be like, hey hey hey, look who's in love, kind of thing. And then the other person is going to be like, woe. This",0,64-24-640x360.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5679.mp4,110.04,120.22,10.179999999999993
is going to be like otto.,0,64-24-640x360.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5680.mp4,120.66,121.36,0.7000000000000028
otto.,0,64-24-640x360.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5681.mp4,121.6,122.08,0.480000000000004
"otto. So you can use it like that too. And yet another usage, like I already said, when you're watching boxing, wrestling or something like that on TV and when there's a Japanese narrator, you might often hear otto. You almost never hear this in daily conversation. But when a boxer hits the opponent's face or something and it's really something big, an answer might go otto! Migi fuku! Migi fuku! Aita!",0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5682.mp4,122.34,145.14,22.799999999999983
in this situation is like woe,0,64-24-640x360.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5683.mp4,145.64,147.34,1.700000000000017
"too. Yeah. Alright, I hope you guys enjoyed it. Don't forget to subscribe. It really means a lot to my nipples. Until next time, Sensei",0,64-24-640x360.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5684.mp4,147.68,153.74,6.060000000000002
Sensei Joe! Matane!,0,64-24-640x360.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/64-24-640x360_utterance_5685.mp4,153.84,155.28,1.4399999999999975
Welcome to the best Japanese lesson in the galaxy! Hello everyone! So,0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5686.mp4,0.3,5.42,5.12
So today I am going to teach you guys the usage of YONE,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5687.mp4,5.64,9.22,3.580000000000001
YONE Y,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5688.mp4,9.62,10.66,1.040000000000001
Y O N E YONE When,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5689.mp4,10.86,16.3,5.440000000000001
you add this YONE after your sentence,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5690.mp4,16.94,20.86,3.919999999999998
makes it sort of like,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5691.mp4,21.08,23.16,2.080000000000002
Okay let me give you guys an example KONO STEAKI OISHII,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5692.mp4,23.98,27.48,3.5
OISHII YONE,0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5693.mp4,27.68,28.94,1.2600000000000016
"OISHII YONE OISHII is delicious, tasty When",0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5694.mp4,29.72,34.02,4.300000000000004
When you add OISHII YONE You are asking for an agreement,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5695.mp4,34.2,39.1,4.899999999999999
"From the person you are talking to KONO STEAKI, this steak KONO STEAKI OISHII YONE This",0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5696.mp4,39.72,47.0,7.280000000000001
"This steak is delicious, yeah? It's",0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5697.mp4,47.48,50.36,2.8800000000000026
It's kind of like that It's,0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5698.mp4,50.84,51.74,0.8999999999999986
It's kind of asking It's rhetorical sort of But still,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5699.mp4,52.14,56.38,4.240000000000002
"still asking for the other person's agreement You know, like you kind of say this Knowing that the other person will agree with whatever you are saying",0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5700.mp4,56.86,66.18,9.320000000000007
So you wouldn't say KONO STEAKI OISHII YONE To a person who thinks the steak tastes like shit,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5701.mp4,66.76,72.44,5.679999999999993
So it's used to So when you are with a bunch of people And then you want to,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5702.mp4,72.68,79.92,7.239999999999995
do you say it? Raise the spiritual Spiritual unity,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5703.mp4,80.78,84.48,3.700000000000003
"unity That feeling with your friends, you know? Like, yeah, you know, this steak is",0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5704.mp4,84.92,91.14,6.219999999999999
"Tastes great, right? Yeah? Yeah!",0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5705.mp4,91.26,93.96,2.6999999999999886
Yeah! Kind of thing,0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5706.mp4,94.06,95.62,1.5600000000000025
KONO STEAKI OISHII YONE Or,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5707.mp4,96.84,98.48,1.6400000000000006
something like When you talk about someone Let's just say that you and The person,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5708.mp4,99.54,106.12,6.579999999999998
person that you just met Both know,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5709.mp4,106.3,108.42,2.1200000000000045
"know me So you met that person for the first time Okay, so you're like Oh, hi, nice to meet you My name is Andrew Oh, hello, my name is Emily Hey, what kind of music do you listen to? Oh, I listen to Inoue Joe And then you guys would be like Oh, really? Oh, I listen to Inoue Joe too And then you say His music is great, right? Kind of thing You can say like",0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5710.mp4,108.58,132.38,23.8
INOUE JOE NO ONGAKU II YONE,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5711.mp4,132.46,135.62,3.1599999999999966
II is good II YONE,0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5712.mp4,135.94,138.38,2.4399999999999977
"Good, right? Good,",0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5713.mp4,138.8,140.04,1.239999999999981
"Good, yeah? So INOUE JOE NO ONGAKU ONGAKU is music So INOUE JOE's music is good Right?",0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5714.mp4,140.24,146.2,5.95999999999998
Right? Yeah?,0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5715.mp4,146.32,147.74,1.420000000000016
INOUE JOE NO ONGAKU II YONE,0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5716.mp4,148.04,150.38,2.3400000000000034
II YONE So this YONE is very useful When you want to be,0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5717.mp4,150.94,155.84,4.900000000000006
be as one With the other person or other people So,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5718.mp4,156.28,160.04,3.759999999999991
"So yeah, like this is very useful",0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5719.mp4,160.44,164.04,3.5999999999999943
"That's, those two examples are The only ones that I can think of right now Yeah, if you guys have questions about this YONE thing Just feel free to ask me in the comment section I feel like Japanese is one of the language where I can't quite finish explaining one",0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5720.mp4,164.7,182.2,17.5
one thing In a single,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5721.mp4,182.62,183.94,1.3199999999999932
single video I think it's something that you guys can ask me And then I can specify Because even,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5722.mp4,183.98,190.18,6.200000000000017
"even something that seems simple Like YONE It's just too deep It's just too deep And I think the best way for you guys to understand it fully Is to ask me if you have questions Like if you, yeah So just bring it on, bring it on",0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5723.mp4,190.54,205.04,14.5
Of course I can't answer every question But I will try my best So ask,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5724.mp4,205.28,210.44,5.159999999999997
ask me So,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5725.mp4,210.6,211.22,0.6200000000000045
So that's it The,0,65-30-400x228.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5726.mp4,212.04,213.08,1.0400000000000205
The best Japanese lesson in the galaxy II YONE Right?,0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5727.mp4,213.58,217.18,3.5999999999999943
II YONE Right?,0,65-30-400x228.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/65-30-400x228_utterance_5728.mp4,218.22,219.18,0.960000000000008
It's been many years since I've seen Disney's Beauty and the Beast.,0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5763.mp4,0.34,3.84,3.5
"But I sure don't remember the part where Gaston gets constipated! But in a YouTube poop, anything is possible, even if it makes virtually no sense. And that's what we're reacting to today, a YouTube poop known as Gaston Gets Constipated. This",0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5764.mp4,4.72,18.3,13.580000000000002
"This is actually an older YouTube poop, about five years old, if not more at this point.",0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5765.mp4,18.52,23.46,4.940000000000001
"So, without further ado, let's get started.",0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5766.mp4,23.88,26.86,2.9800000000000004
"Three, two,",0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5767.mp4,27.42,28.18,0.759999999999998
"two, one,",0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5768.mp4,28.36,29.06,0.6999999999999993
"one, play.",0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5769.mp4,29.34,30.12,0.7800000000000011
play.,0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5770.mp4,30.76,31.32,0.5599999999999987
And we're at Home Depot. Because that makes sense! Yeah.,0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5771.mp4,33.06,39.24,6.18
"Again, makes sense.",0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5772.mp4,39.8,41.22,1.4200000000000017
Who,0,72-30-1280x720.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5773.mp4,42.36,43.18,0.8200000000000003
would store a toilet in their living room or their den or whatever? Okay.,0,72-30-1280x720.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5774.mp4,43.62,49.46,5.840000000000003
"Yeah, because he installed it in the wrong room.",0,72-30-1280x720.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5776.mp4,52.12,56.1,3.980000000000004
What the? What? What the heck,0,72-30-1280x720.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5777.mp4,57.5,65.12,7.620000000000003
"heck is going on? Oh my god. Oh god! Ah! Oh, it didn't work. Yeah, exactly.",0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5778.mp4,65.98,78.58,12.599999999999994
What? What?,0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5779.mp4,78.88,80.78,1.9000000000000057
Oh my god.,0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5780.mp4,81.66,83.94,2.280000000000001
"Eyeballs. Oh god. Yeah, throw beer into the fire.",0,72-30-1280x720.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5781.mp4,84.7,94.48,9.78
them all! After ingesting the entire bottle. Oh!,0,72-30-1280x720.mp4,joy,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5782.mp4,95.66,98.62,2.960000000000008
it working?,0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5783.mp4,100.0,100.38,0.3799999999999954
"Oh, it's self -destructing!",0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5784.mp4,101.96,102.5,0.5400000000000063
Why?,0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5785.mp4,105.9,106.36,0.4599999999999937
Oh my god.,0,72-30-1280x720.mp4,neutral,/home/s2751435/Work/msc/TelME/dataset/AffWild2/utterance_clips_train/72-30-1280x720_utterance_5786.mp4,107.08,107.8,0.7199999999999989
